营业日	门店名称	区域	桌台号	订单号	商品编码	商品名称	套餐子菜	单价	数量	单位	惠前金额	单商品优惠	惠后金额	商品中类	商品大类
2017-12-21	五村牛肉粉(遵义中华路店)			101171221122024288820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221122354668820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221122419359820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221122620427820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221122419359820739	SKU0010	原汤牛肉粉/面		8	-1	份	-8	0	-8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221123322737820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221124218228820739	SKU0021	面		0	1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221124218228820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221124218228820739	SKU0021	面		0	1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221124218228820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221124218228820739	SKU0013	干拌牛肉粉/面		8	-1	份	-8	0	-8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221124218228820739	SKU0021	面		0	-1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221124218228820739	SKU0010	原汤牛肉粉/面		8	-1	份	-8	0	-8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221124218228820739	SKU0021	面		0	-1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221124628599820739	SKU0021	面		0	1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221124628599820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221124628599820739	SKU0021	面		0	1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221124628599820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221124659502820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221124925272820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221124925272820739	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221130055569820739	SKU0021	面		0	1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221130055569820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221130359614820739	SKU0021	面		0	1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221130359614820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221130516524820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221131006507820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221131006507820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221131006507820739	SKU0018	干米皮		0	1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221131006507820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221131006507820739	SKU0021	面		0	1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221131006507820739	SKU0019	湿米皮		0	1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221132913986820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221132913986820739	SKU0021	面		0	1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221134152176820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221134152176820739	SKU0018	干米皮		0	1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221134152176820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221134214119820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221134510614820739	SKU0017	加煎鸡蛋		2	1	份	2	0	2	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221134530018820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221134530018820739	SKU0019	湿米皮		0	1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221134916689820739	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221135212443820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221135212443820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221135212443820739	SKU0017	加煎鸡蛋		2	1	份	2	0	2	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221135212443820739	SKU0017	加煎鸡蛋		2	1	份	2	0	2	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221140050887820739	SKU0021	面		0	1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221141140288820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221141148992820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221141637457820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221141641526820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221141649586820739	SKU0022	爱心粉买单		5	1	份	5	0	5	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221143752128820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221143752128820739	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221143752128820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221143815992820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221143815992820739	SKU0021	面		0	1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221143815992820739	SKU0010	原汤牛肉粉/面		8	-1	份	-8	0	-8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221143815992820739	SKU0021	面		0	-1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221151809044820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221151809044820739	SKU0021	面		0	1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221151817875820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221151817875820739	SKU0018	干米皮		0	1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221151817875820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221151901680820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221152003796820739	SKU0018	干米皮		0	1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221152003796820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221151817875820739	SKU0010	原汤牛肉粉/面		8	-1	份	-8	0	-8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221151817875820739	SKU0018	干米皮		0	-1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221151817875820739	SKU0013	干拌牛肉粉/面		8	-1	份	-8	0	-8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221153515727820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221154554540820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221160316559820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221161141263820739	SKU0018	干米皮		0	1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221161141263820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221162051772820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221162117630820739	SKU0022	爱心粉买单		5	1	份	5	0	5	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221171434343820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221171909474820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221171909474820739	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221172145641820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221172824119820739	SKU0009	五村特色牛肉蒸笼		18	1	份	18	0	18	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221173814557820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221173814557820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221174534607820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221174756092820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221180404085820739	SKU0009	五村特色牛肉蒸笼		18	1	份	18	0	18	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221180424594820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221180424594820739	SKU0009	五村特色牛肉蒸笼		18	1	份	18	0	18	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221180500798820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221180500798820739	SKU0019	湿米皮		0	1	份	0	0	0	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221180715510820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221181807159820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221181812326820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221181812326820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221181812326820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221183542900820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221183542900820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221183550254820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221183625648820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221183833591820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221183833591820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221184351614820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221185405160820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221185717903820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221190057577820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221194646374820739	SKU0017	加煎鸡蛋		2	1	份	2	0	2	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221194659266820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221194958906820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221211015688820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221211021909820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221214621902820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			101171221214621902820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-21	五村牛肉粉(遵义中华路店)			302171221220458000003	SKU0023	纸巾		1	1	包	1	0	1	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222071147162820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222071257950820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222071350881820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222071422820820739	SKU0024	城市美容师		5	1	碗	5	0	5	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222071422820820739	SKU0024	城市美容师		5	1	碗	5	0	5	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222071834237820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222072115494820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222072137884820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222072208858820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222072638115820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222073444158820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222073559942820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222073740384820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222073908666820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222074821092820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222074821092820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222074852797820739	SKU0019	湿米皮		0	1	份	0	0	0	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222074852797820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222075637306820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222075637306820739	SKU0018	干米皮		0	1	份	0	0	0	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222075743280820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222082308566820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222083437298820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222083437298820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222084040977820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222090236033820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222091944319820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222092328246820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222092407258820739	SKU0024	城市美容师		5	1	碗	5	0	5	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222092827650820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222092827650820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222092827650820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222100529983820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222100529983820739	SKU0018	干米皮		0	1	份	0	0	0	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222101015372820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222101015372820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222101614656820739	SKU0017	加煎鸡蛋		2	1	份	2	0	2	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222101614656820739	SKU0017	加煎鸡蛋		2	1	份	2	0	2	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222101702263820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222101702263820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222102644755820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222103023079820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222103023079820739	SKU0019	湿米皮		0	1	份	0	0	0	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222103023079820739	SKU0019	湿米皮		0	-1	份	0	0	0	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222103023079820739	SKU0010	原汤牛肉粉/面		8	-1	份	-8	0	-8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222103401799820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222103401799820739	SKU0019	湿米皮		0	1	份	0	0	0	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222103503849820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222103625990820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222103809748820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222104545880820739	SKU0024	城市美容师		5	1	碗	5	0	5	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222104550877820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222105046080820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222105238115820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222105238115820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222105557054820739	SKU0017	加煎鸡蛋		2	1	份	2	0	2	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222105557054820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222110330431820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222110330431820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222111010518820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222112432045820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222113109752820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222114128995820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222114128995820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222114436515820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222114906257820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222114906257820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222115516773820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222115516773820739	SKU0016	混加		4	1	份	4	0	4	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222115516773820739	SKU0023	纸巾		1	1	包	1	0	1	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222115516773820739	SKU0002	红烧牛肉粉/面		8	-1	份	-8	0	-8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222115516773820739	SKU0023	纸巾		1	-1	包	-1	0	-1	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222115516773820739	SKU0016	混加		4	-1	份	-4	0	-4	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222115812695820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222120526188820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222120746098820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222120746098820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222121549062820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222121559823820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222121619482820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222121628259820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222121724825820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222121835043820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222121901535820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222121957579820739	SKU0018	干米皮		0	1	份	0	0	0	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222121957579820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222122251181820739	SKU0019	湿米皮		0	1	份	0	0	0	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222122251181820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-22	五村牛肉粉(遵义中华路店)			101171222122314676820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
