营业日	门店名称	区域	桌台号	订单号	商品编码	商品名称	套餐子菜	单价	数量	单位	惠前金额	单商品优惠	惠后金额	商品中类	商品大类
2017-12-14	五村牛肉粉(遵义中华路店)			101171214123508606820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-14	五村牛肉粉(遵义中华路店)			101171214174536427820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-14	五村牛肉粉(遵义中华路店)			101171214175835196820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0.16	7.84	全部	默认
2017-12-14	五村牛肉粉(遵义中华路店)			101171214192351381820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-14	五村牛肉粉(遵义中华路店)			101171214192447137820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-14	五村牛肉粉(遵义中华路店)			101171214204424086820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-14	五村牛肉粉(遵义中华路店)			302171214205226000001	SKU0009	五村特色牛肉蒸笼		16	1	份	16	0	16	全部	默认
2017-12-14	五村牛肉粉(遵义中华路店)			101171214223105878820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-14	五村牛肉粉(遵义中华路店)			101171214223254076820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-14	五村牛肉粉(遵义中华路店)			101171214225921930820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-14	五村牛肉粉(遵义中华路店)			101171214225948394820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-14	五村牛肉粉(遵义中华路店)			101171214230512951820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-14	五村牛肉粉(遵义中华路店)			101171214230528662820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-14	五村牛肉粉(遵义中华路店)			101171214230551006820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-14	五村牛肉粉(遵义中华路店)			101171214230810906820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-14	五村牛肉粉(遵义中华路店)			101171214230912523820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-14	五村牛肉粉(遵义中华路店)			302171214231932000003	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-14	五村牛肉粉(遵义中华路店)			302171214232638000004	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215075102415820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215075138374820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215075303814820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215080953223820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215080953223820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215080953223820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215081555749820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215081555749820739	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215081555749820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215083353108820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215083841806820739	SKU0015	加筋		4	1	份	4	0	4	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215085250560820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215085250560820739			红烧牛肉粉/面	0	1	?	0	0	0		
2017-12-15	五村牛肉粉(遵义中华路店)			101171215085250560820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215085655921820739	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215085709654820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215090115510820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215090115510820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215090148539820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215090148539820739	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215090559089820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215090907574820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215090907574820739			红烧牛肉粉/面	0	1	?	0	0	0		
2017-12-15	五村牛肉粉(遵义中华路店)			101171215091016174820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215091211475820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215091251897820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215091251897820739			原汤牛肉粉/面	0	1	?	0	0	0		
2017-12-15	五村牛肉粉(遵义中华路店)			101171215091328478820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215091328478820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215091511112820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215091600912820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215091600912820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215092136968820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215092220401820739	SKU0017	加煎鸡蛋		2	1	份	2	0	2	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215092432522820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215092531468820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215092912619820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215094158922820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215094208590820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215094417800820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215094552596820739	SKU0017	加煎鸡蛋		2	1	份	2	0	2	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215094552596820739	SKU0017	加煎鸡蛋		2	1	份	2	0	2	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215095554490820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215100856083820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215100907482820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215101646171820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215100907482820739	SKU0010	原汤牛肉粉/面		8	-1	份	-8	0	-8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215100907482820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215100856083820739	SKU0013	干拌牛肉粉/面		8	-1	份	-8	0	-8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215100856083820739	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215102302975820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215102443332820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215103249437820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215103612768820739	SKU0017	加煎鸡蛋		2	1	份	2	0	2	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215103808234820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215103933456820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215104519427820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215105141852820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215105607778820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215105839388820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)	大厅区	桌台2	101171215111623169820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)	大厅区	桌台2	101171215111623169820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215111713526820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215111713526820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215111904433820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215111904433820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215112912249820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215113510787820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215113731513820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215113800695820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215113957447820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215114110255820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215114503775820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215114604108820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215114650022820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215114834065820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215120029627820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215120046664820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215120117957820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215120304300820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215120309513820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215120844495820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215120859534820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215121205899820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215121337366820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215121505921820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215121604108820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215121746217820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215121758465820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215121846364820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215121938937820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215122215523820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215122713024820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215124351271820739	SKU0017	加煎鸡蛋		2	1	份	2	0	2	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215124425118820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215124812639820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215125338664820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215125757471820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215125757471820739	SKU0017	加煎鸡蛋		2	1	份	2	0	2	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			302171215130616000001	SKU0002	红烧牛肉粉/面		8	1	份	8	0.16	7.84	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215130407890820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215130407890820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215131012043820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215131305097820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215131305097820739	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			302171215132636000002	SKU0017	加煎鸡蛋		2	1	份	2	0	2	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215132847047820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215132902960820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215133246626820739	SKU0017	加煎鸡蛋		2	1	份	2	0	2	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215133604485820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215134409297820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215134436395820739	SKU0017	加煎鸡蛋		2	1	份	2	0	2	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215134436395820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215134611212820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215135030697820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215135259730820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215135824529820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215135259730820739	SKU0010	原汤牛肉粉/面		8	-1	份	-8	0	-8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215135259730820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215140607540820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215140800195820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215140942434820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215142030338820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215142914355820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215145104376820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215145723951820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215150734173820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215150833857820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215150853004820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215151145749820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215151208996820739	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215151252726820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215152052607820739	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215152106510820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215152106510820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215164434540820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215164447481820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215164945498820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215164945498820739	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215165943402820739	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215165943402820739	SKU0003	加肉		4	-1	份	-4	0	-4	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215165943402820739	SKU0015	加筋		4	1	份	4	0	4	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215165943402820739	SKU0015	加筋		4	-1	份	-4	0	-4	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215165943402820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215171432483820739	SKU0017	加煎鸡蛋		2	1	份	2	0	2	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215171832860820739	SKU0017	加煎鸡蛋		2	1	份	2	0	2	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215171841426820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215172312613820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215172333398820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215172519677820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215173109687820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215173133346820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			302171215173619000003	SKU0009	五村特色牛肉蒸笼		16	1	份	16	0	16	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215174710539820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215174743133820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215174743133820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215174926960820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215174710539820739	SKU0010	原汤牛肉粉/面		8	-1	份	-8	0	-8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215174710539820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215180257465820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215180303323820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215180303323820739	SKU0007	五村特色牛肉盖饭		12	1	份	12	0	12	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215180335852820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215180511922820739	SKU0004	加杂		4	1	份	4	0	4	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215180511922820739	SKU0002	红烧牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215180759207820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215181304359820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215182024020820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215182040527820739	SKU0017	加煎鸡蛋		2	1	份	2	0	2	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215183818806820739	SKU0009	五村特色牛肉蒸笼		16	1	份	16	0	16	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215183818806820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215183904717820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215184047464820739	SKU0008	五村特色蒸饭		12	1	份	12	0	12	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215184334599820739	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215184334599820739	SKU0003	加肉		4	-1	份	-4	0	-4	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215184334599820739	SKU0017	加煎鸡蛋		2	1	份	2	0	2	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215184334599820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215185248929820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215185248929820739	SKU0003	加肉		4	1	份	4	0	4	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215185338115820739	SKU0010	原汤牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215190109896820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215191407194820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
2017-12-15	五村牛肉粉(遵义中华路店)			101171215191812123820739	SKU0013	干拌牛肉粉/面		8	1	份	8	0	8	全部	默认
